	Text	Emotion
1457	i can feel again i want to talk about the positive feelings of love good will and support that are raining down upon my detoxified mind and body and on behalf of the team here at iws radio i want to give a virtual hug and say thanks to some people for making me smile during sunday s show	2
1458	i feel so impatient and sometimes i feel thankful that god gave me more time for the moulding of my heart	0
1459	i didn t feel terrific	2
1460	i feel a bit more energized today and less grouchy	0
1461	i can t help but think what they must be feeling with the loss of jon s talented advanced horse coupled with the joy of a new baby on the way such a mixture of extreme emotions	2
1462	i am so proud of him and who he has become and i feel privileged to call him brother	2
1463	i feel more resolved than ever to persevere with the use of web based technology for learning despite problems mistakes and frustrations	2
1464	i know i shouldnt be reacting this way to it all but i cant help it and i feel terribly petty and horrid but this is the way im reacting and i have to deal with it	0
1465	i am feeling very restless irritable and discontent	1
1466	i can do all things through christ who gives me strength is a lovely little verse that i repeat over and over when im feeling a little unsure about something	1
1467	i feel sorry for her she had a good thing in dh but she abused it and him resulting in his depression and diagnosis of generalised anxiety with panic features and then lost it	3
1468	i realise that desiring a substance to feed a feeling only compounds the desire to feed the feeling i realise ive abused substances since early childhood	3
1469	i feel kinda lost posted by a href http jumbleupon	3
1470	i don t feel stressed	0
1471	i feel like wow that s very cool that could be me	2
1472	i feel quite content right now s i mean nothing amazing happened just a stupid frenh competition where im sure i did shit and tutor but i dontt know i feel ok	2
1473	i think i feel the coldness more compare to other people who can withstand low temperature	3
1474	i feel reluctant to join the class trip to beijing	1
1475	i began to feel a bit regretful	3
1476	i was feeling kinda discouraged because i was stuck but today i proved to myself that i can do things that i didnt think i could do	3
1477	i just feel drained by most of the gameplay i do	3
1478	i feel rich in it	2
1479	i want to wimp out on feeling outraged	0
1480	i have not conducted a survey but it is quite likely that many of them feel as assaulted by onel s demons and other creators as i would have felt had the walls been covered only with eminent figures patriotic heroes and epic deeds	1
1481	i don t want to mention the afternoon because i am a highly conscientious person who would hate like to make you feel that unsuccessful	3
1482	i feel remorseful for my dao ness	3
1483	i start to feel agitated	0
1484	im fine mary anne answered feeling a little impatient	0
1485	i feel like my life is the movie sweet home alabama	2
1486	i am feeling impatient in so many ways but i am equally aware that it is important to learn all i can while im in this season	0
1487	i think everyone should make a goal that they feel as passionate about	2
1488	i feel like todd is getting too stressed or tired with caleb i will take him because i dont want caleb to feel that frustration	0
1489	i would veer from feeling utterly terrified to utterly disorientated to utterly queasy	1
1490	i feel far too distracted to actually write anything of substance	0
1491	i feel anxious about a coming event or activity that will require physical energy that i may not have or emotional events that will require emotional energy i look to my parent and adult to take charge	1
1492	i had been feeling slightly distressed and my pride was resisting me just waiting for the next peregrinos to walk past and help me out	1
1493	i am feeling restless for some reason today	1
1494	i say it when im stressed feeling bitchy when im slacking in the toilet or when i feel constipated	0
1495	i feel my heart shaky all the time now	1
1496	i have to look for more problems to heap on myself when i already am feeling burdened	3
1497	i really didn t feel like there were any though so i was quite delighted when my brain came up with the amazingly obvious solution of asking the guy who lives in the other half of my duplex if i could just get dsl on his line and set up a wireless network	2
1498	i feel playful today a href http www	2
1499	im feeling quite agitated irritated amp annoyed	1
1500	i have forgiven anyone who i feel has hurt me	3
1501	i will feel shy and won t be able to talk to her	1
1502	i feel about kids and this just about broke my heart	3
1503	i like the phrase having submissive feelings then being submissive	3
1504	i feel kinda popular	2
1505	i look at my life my beautiful family the fact that i feel truly blessed and that all that ive asked from god and the universe all that has happened and beyond how my imagination fathomed it	2
1506	i continue to succeed in something and having someone seems unattainable because i feel men will be intimidated or when there is a prolonged moment of silence	1
1507	i am feeling really bad for that guy	3
1508	im feeling distracted and a little bit flighty	0
1509	i would not knowingly wound the feelings of any not even one who may have wronged me but would seek to do him good and make him my friend	0
1510	i wasnt going to post anything about his death because i made me feel mad and shitty	0
1511	i wont feel regretful	3
1512	i feel like you didnt really care that alexis did that to me and you were irritated that i was even telling you	0
1513	i party wah wah wah nationalism blah yay aryans wah boo jews with there stupid brown hair blah blah should feel appreciative that we even talk to them because it makes them cool by association blah blah	2
1514	i am also feeling a bit bitchy about the way things are when we have conversations and others are around	0
1515	i need nine hours but it s true and if i get less even seven hours which is supposed to be the norm and which some people consider a lot i feel grumpy unhappy and seriously unmotivated	0
1516	i feel the reader will get confused with because it bounces and uses references from its earliest time period which is like the dawn of time till now	1
1517	i am not really in financial straits yet so why do i feel so insecure	1
1518	i also have the feeling i need a very relaxed practice today	2
1519	i just feel skeptical	1
1520	i feel blessed to have found such a wonderful friend	2
1521	i was also feeling pretty low being fired four days before christmas	3
1522	im guessing with everyone standing there she was feeling timid about moving through the crowd again	1
1523	i do know that the stresses from this past week sensory overload oh and i have not been sleeping well are all contributing to my stoic type of feel however i am rather jolly and do not feel like i am in an icky mood at all	2
1524	i hurt and feel suspicious and definitely get angry	1
1525	ive always been feeling restless and dissatisfied with our relationship	1
1526	im not sure why i even bothered to open this website let alone this feature but as expected its left me feeling boring poor and	3
1527	im feeling the need for a cute little monogrammed one in green for mommy	2
1528	i am feeling bitchy cross whatever	0
1529	ive been feeling needy lately	3
1530	i began to feel bitter towards them	0
1531	i was just reporting to a dear soul that the energies feel strange today and wondered if somethings up	1
1532	i feel like karen is being far too greedy pushy demanding on all fronts	0
1533	i really thought i was because i liked what i was feeling when in all actuality i hated his personality	0
1534	ive been feeling a little frantic recently because our summer together is flying by so quickly	1
1535	i travel i feel like men expect me to be neurotic superficial and easy only sometimes true	1
1536	i feel moderately handsome at the minute but as soon as i go out ill look like a twat	2
1537	i first started and i m feeling more confident behind the wheel	2
1538	i talk about in this essay is that people feel differently about poetry when they re angry or sad	0
1539	i over think you think i really feel insecure	1
1540	i have an interest in a relationship with the person long term and an end goal in mind little spats here and there in which i feel i have been wronged are really of rather little consequence in the grand scheme of things	0
1541	i feel like i should be more appreciative but im struggling	2
1542	i would have liked to go out but i just wasnt feeling it and i think it was partly because it would be with someone that i am not thrilled with being around right now	2
1543	i wanted to say something to her but it was just a bad vibe and i was feeling hostile didnt think it was a good night to do so	0
1544	i feel and im irritated by it	0
1545	i swamp uncaring unfeeling fucked up apathetic humanbeings who wont pull their heads out of their asses long enough to turn around and look at me and say i see you	0
1546	i feel deer supporting mice parade at the hope rel bookmark permalink	2
1547	i have been so happy these past two months you give me so much that i feel ungrateful admitting i think i need more	3
1548	i feel more grounded and less fearful	1
1549	ill admit to feeling a little paranoid and wondering about how many others had defriended me	1
1550	i go to school feeling miserable but end up laughing for some reason is weird	3
1551	i can t stop thinking about it i feel paranoid like they re judging me i know they re probably now but i just feel that way	1
1552	i was feeling irritated with the supposed guy who wasting my valuable time talking to a lady	0
1553	i feel a bit shaken though	1
1554	i feel more vulnerable and more in touch with my heart with making choices that are better for myself and my family and less worried about pleasing everyone else	1
1555	im looking through pictures and feeling the creative tingle in my blood that makes me feel like home	2
1556	i feel incredibly slacking mrs greedy guts is still in desperate search for an unspoilt base on her career ladder	0
1557	i wanted other women to feel envious of my figure and say oooh youd never guess youd just had a baby	0
1558	i have found a no of people raising this issue but then i have not yet come across any officials addressing the same i am just feeling helpless	1
1559	i feel petrified about his future	1
1560	i didnt like my former fob and felt joy when i received a telegram offering me a new one that i though better and for which i had been waiting	2
1561	i could feel tears welling in my eyes and felt disappointed at my lack of fitness and ability to keep up and my annoyance at letting it get to me	3
1562	i was feeling relatively indecisive and not very hungry until we walked past a barbeque place	1
1563	i feel is a dull worry	3
1564	i could quote you a recent poll showing of young american muslim men feel suicide bombings are acceptable in defense of islam so apparently things like dont kill are not universally shared moral values	2
1565	im feeling very hesitant about wanting to buy another house	1
1566	i just feel like lex has convinced you that youre something that youre not martha said her eyes getting misty	2
1567	i witness what i feel helpless to change i take up my arms my heart and my pen and i write	3
1568	i feel like i ve already read every clever profile seen every picture and more importantly gone out on a first date with every guy on okc eharmony match etc	2
1569	i normally would call meaningless and stupid but i guess im feeling a little bit adventurous	2
1570	i can make someone feel unwelcome rrreeaallyy fast without saying a word	3
1571	i feel it is rude of me to ask	0
1572	i continue to feel nervous inside and long to talk sensibly even just one time around someone its so wrong to have these feelings for on so many levels i have no clue	1
1573	im going to be honest with you i feel distraught	1
1574	i feel this energy of the divine flame	2
1575	i feel thrilled this will all be over in a matter of days	2
1576	i like to watch people do horrible things so i can be outraged at them and feel superior	2
1577	i would spend hours prepping for the meeting with my supervisor and feeling convinced that i ve nailed it	2
1578	i still feel jealous of my friends when their moms talk politely with them	0
1579	i shook it off as we walked into the expansive beijing capital international airport feeling utterly un amused at the prospect of an international transfer in china	2
1580	i agree it looks gorgeous and feels amazing but i have only worn it out on the town one time on new years eve	2
1581	i feel that if he hadnt appeared out of nowhere and distracted me i would have noticed the light change and none of this would have happened	0
1582	i feel rather pissed off	0
1583	i am tied down to my thoughts in class as in life i cant perform i feel ashamed and afraid to be in myself	3
1584	i mean its beginning marks the end to one of the best months of the year which im left feeling exhausted from	3
1585	i like to pray a decade whenever im feeling stressed or scared	0
1586	i say that i feel like im hated	0
1587	i never want to be rude even when i feel someone has been rude to me and even then i don t want to i feel like i need to like if i don t crush the offender thoroughly i will be left in tears in front of everyone because i am so sensitive	0
1588	i feel my repressed emotions surfacing im glad for the solace i can seek in my writing	3
1589	im great at complaining because modern society is geared toward making people feel inadequate	3
1590	i am still feeling pretty lousy from this allergy induced stupor so last night i just was not really feeling wildstar and interacting with other human beings	3
1591	i feel even more bothered because here i am being bothered by this when the boy probably isn t even thinking about this	0
1592	i grabbed him by the collar and pulled him against me in a passionate tonguey kiss feeling his long member slide between my waiting ass cheeks as it pulsed on the frantic bud of my clit	1
1593	i feel out of place posting here since i feel so hesitant to join aa full force but i could use some insight from the people on the inside	1
1594	i feel i am being neglectful to a lot of you by not responding to your comments	3
1595	i feel much alarmed at the prospect of seeing general jackson president	1
1596	i am feeling quite anxious about it all	1
1597	i feel so honoured so have been allowed to write my story and	2
1598	i achieved was deepening my realization that i need to plan ahead to feel satisfied and avoid making silly food choices	2
1599	ive been feeling homesick for several months probably since christmas	3
1600	i stropped about for a bit feeling grumpy because i was missing out	0
1601	i feel completely inadequate and unable to express any of it in words	3
1602	i like your t shirt can achieve that and instill a sense of making the customer feel valued as a person but such comments should be sincere	2
1603	i kept staring at her quivering flower feeling that it was like a violent flower in time lapse photography a flower shivering with vigorous growth as it accelerated out to the flickering sun racing sky heralding the end of our relationship before it had even started	0
1604	i really do feel it is beaten into us to breastfeed	3
1605	i am sitting here typing this and wondering where i belong feeling distracted feeling comfortable feeling misunderstood and hurt	0
1606	i didn t feel very faithful at that point	2
1607	i feel its a reminder that im taking care of something so precious and need to treat myself better	2
1608	i would have taken more but something feels weird about going to a foreign country and taking pictures of places and things that most of the people probably consider commonplace	1
1609	i gave my honest opinion revis told reporters in the jets locker room adding i feel that people let him slide when he says smart remarks on certain things	2
1610	i wasnt sure companies would be hiring this time of year but i am again feeling hopeful	2
1611	i remember as a child feeling totally scandalized and outraged when i found out that girls didnt play in the nfl	0
1612	i read other peoples posts there are moments where i feel id give my left fingernail to be them my left fingernail is precious because its the only one i can polish perfectly out of the	2
1613	i feel angry im happy	0
1614	i seem to be feeling a little less anxious this week but i sure wish that i could check on her every week at the doctor instead of the that are scheduled	1
1615	i had a feeling you were in need of a gorgeous envy	2
1616	i woke up today feeling pissed off	0
1617	i wanted both but i feel greedy	0
1618	i feel any team pretty dangerous in playoffs york left wing ruslan fedotenko notes said	0
1619	i tend to stop breathing when i m feeling stressed	0
1620	im feeling less than thrilled about having to go back to my second choice donor now that mr	2
1621	i somehow feel distraught and hopeless	1
1622	i was feeling grouchy and everything for the past few weeks but yesterday was such a happy day	0
1623	i feel it is unfortunate that in the end my year old will hate her father unless he ceases to use his daughter as a pawn to impress these women while she s still young enough to not realize what is really going on	3
1624	i believe even though at the time i didn t feel i should be hospitalized i m pretty sure it was a good thing i was	2
1625	i feel like i am losing confidence but for now i feel calm	2
1626	i could have checked it down to the back and i feel like i got greedy and took a shot at the endzone and didn t throw the right ball i wanted to throw and then it got picked off	0
1627	i feel that the out of people that i encounter in the day that are rude and mean to me for no reason at all	0
1628	i always feel afraid of telling people because i dont want them to see me differently my self image is very poor and i dont want to transcribe that onto them	1
1629	i was feeling resentful enough to want to write about it here which means i need to work on look getting my hackles raised when others judge me	0
1630	i feel thoroughly unwelcome at this school and there are individual people who are clearly deeply moved by my work and my choices	3
1631	im a marketer and i couldnt be bothered to investigate further which makes me feel that consumers probably cant be bothered either	0
1632	i am still feeling the positive effects of my visit with therapist and i feel very confident in her abilities and connections to psychologists with the necessary dr	2
1633	im feeling a bit less anxious about it all now and im actually starting to look forward to the challenge of the big event	1
1634	i am sure the pleasure of living in the open air with the sky for a roof and the ground for a table is part of the same feeling it is the savage returning to his wild and native habits	0
1635	i just need to express my feeling badly ignore this if i offended you	0
1636	i feel is useful and even adding my own two cents	2
1637	im honest when i say a part of me feels tortured as though this is part of the system of function in your life the one that allows you to order and manipulate people in such a way so that they are lined up and positioned to serve their prupose when you should need them	1
1638	ill still need chemo but at least i can feel relatively reassured about my prospects	2
1639	i feel the skeptical looks and eye rolls when we say we need a bigger house after all we re dinks double income no kids which is prettymuch the most awesome acronym ever	1
1640	i feel frightened in a kind of a raw way	1
1641	i really feel devastated seeing him witness these things around him	3
1642	i wish i knew how he was really feeling aside from reading the nervous twitches	1
1643	i feel more optimistic about pakistan for now	2
1644	i feel like the last three months are going to go by super quick because we are going to be moving in a few weeks and then just getting situated and then bam	2
1645	i just didnt feel like taking her bitchy attitude	0
1646	i lay myself raw and bare and let the enemies attack me for feeling so emotional over something they feel is silly because i want to be honest with myself and others	3
1647	i tend to feel a bit cranky when i ve gone for a few days without making art	0
1648	i feel it would be pleasant to have a cigarette there is a sort of deep rooted memory of enjoying sucking that carcenogenic smoke into my lungs but i believe that feeling of pleasantness is an illusion	2
1649	im one of girl who feel insecure about herself always	1
1650	i want to be able to declare how excited i am in the most sickening sing songy voice that anyone has ever heard but frankly i feel more terrified than anything	1
1651	im feeling pretty numb and focused on thinking about what needs to be done	3
1652	i have to admit i always feel apprehensive to order the wings when im eating out	1
1653	i feel the earth move death cab for cutie this charming man spoon my mathematical mind	2
1654	i think i wake up every day feeling terrified in some way but then i feel totally exhilirated when facing things i ve always been scared to do	1
1655	i feel supporting herself and four	2
1656	i feel like i should feel contented but i am not	2
1657	i have a lot of moments where i will feel optimistic	2
1658	im frightened and feeling paranoid	1
1659	i really feel that when people consistently make us feel unimportant in the grand scheme of life	3
1660	i have grown i m blessed i m proud to say that i am a healthy year old black male with no children and it feels good	2
1661	im not feeling particularly creative at the moment	2
1662	i do and it is really starting to make me feel really distraught and upset all the time	1
1663	i feel like a lousy person because i really cant think of anything profound to say	3
1664	i think the ideal preparation for birth for anybody not just me puts you in a place where you feel confident in your knowledge in your caregivers in your support system and in your body	2
1665	i remember in particular one new years day in high school when i was feeling all tragic and melancholy and generally fifteen year old girl ish	3
1666	i feel for him but the thing is he is so popular and entrenched in this gerrymandered district that he would totally be reelected as an out gay man	2
1667	i am standing so close to said cow her name is gabriella btw i feel rude calling her a cow	0
1668	i cant say that i feel as peaceful when my loved ones are the sufferers	2
1669	i eat biscuits crisps and ice cream all day yeah it tastes great but it makes me feel so groggy the following day take more photos	3
1670	i like sonam deepika and genelia who i feel are very talented and beautiful	2
1671	i start to feel really awkward about the tubelight reflecting on the glossy paper with a picture of a red laced bra	3
1672	i went to bed super early so i havent spent a ton of time with alot of these resources but enough to feel like these will all be useful in the future	2
1673	i haven t quite figured out and whenever i can t find the time or ability or money to take care of each side equally i end up feeling disappointed	3
1674	i ignored her minor tantrum and jumped down from the table beginning to pace again and feeling agitated	1
1675	i feel so deprived on calories a day	3
1676	i feel angry at him for being so selfish and giving me absolutely nothing to go on	0
1677	im used to feeling empty that i dont know what happiness feels like	3
1678	im feeling very sarcastic today	0
1679	i was left feeling slightly intimidated and overwhelmed	1
1680	i get mad at my brain for slowing down in the summer and i have gotten frustrated that my work doesnt get done and i forget things and on top of it i feel lousy for a good chunk of the year	3
1681	i listen to dubstep when im feeling damn irritated	0
1682	i look at this list and think no wonder i have no idea who i am that i feel like a blank	3
1683	i feel fearful	1
1684	i have really come up against some intense struggles since moving in here and i have to say i am very proud at the way we are giving each other the respect to feel however we need to feel mad stressed whatever and yet we still pull together to fix the issue	0
1685	i don t feel petty	0
1686	ive been feeling a bit disheartened blog wise recently	3
1687	i feel excited just exams left to freedom m wish me superduperreally luck	2
1688	i am feeling very cranky this christmas	0
1689	i got the feeling she hated that that i would not admit it let it in i know ive hated every single obstacle that kept it from her every single leaden block that kept being placed in our once clear path to one anothers arms	0
1690	i feel a little discouraged here and there but i m not giving up	3
1691	i also havent been feeling photo friendly of late as i have three coldsores on my face	2
1692	i feel like a cold object with no identity	0
1693	i was beginning to think that i had been cut from the ranks of the frugal antics improv challenge and was beginning to feel a bit insecure about my first entry last month	1
1694	i know that i will find a job and god has a plan but im feeling a little uncertain about everything at the moment	1
1695	i just didnt feel they got me which meant i was reluctant to open up and really share what was going on	1
1696	i feel so overwhelmed im nauseous	1
1697	ive always felt like ill finish my masters i was raised and told that its really important to finish university and i kinda feel like im intelligent enough to really finish it see my pride	2
1698	i feel like ive been talking about creation stories forever and im excited to finally be able to move	2
1699	i find myself feeling shamefully skeptical of the wisdom of popular gurus especially when it comes to persuasively explaining seriously complex phenomena even when its offered to standing ovations coming from cheering audiences	1
1700	im feeling a lil restless about axel	1
1701	i didnt think he could honestly feel this way about himself and if he did he had no reason to because again he was popular and incredibly hot	2
1702	i also have learned that feelings cant hurt me unless i hold on to them	3
1703	during my holiday i met again a friend who had tried to commit suicide she had just left hospital	3
1704	i feel a bit jealous because i been trying to date him long time ago but he doesnt want me	0
1705	i p i could sit here and beat myself up over it all but im feeling far to rebellious for that today basically im feeling angry at the world and at myself all at the same time	0
1706	i hoped she wouldnt feel disappointed if no one called	3
1707	i feel like i do understand my divine nature as a daughter of god but clearly i dont	2
1708	i feel hateful sometimes	0
1709	i am feeling a little stressed as aaron has friends over for a sleep over	0
1710	i guess i feel that the things i wrote about were so petty and small that im kind of embarrassed to go back through them	0
1711	i feel so tortured	0
1712	i could feel the cool air marillac was like a giant residential freezer flow with more ease through the teeny extra hole in my right nostril	2
1713	i feel sarcastic more often than not	0
1714	i think the thing of it is that i feel like i get to be thankful more easily than a lot of people	2
1715	im skipping floors one and four because theyre two of the most conventional feeling and quite frankly boring maps in the game for me	3
1716	i havent been measuring out food drinking nearly enough water tracking any fitness and overall i feel completely shaken and unfocused because i dont feel like my foundation is steady at the moment	1
1717	i really am feeling so impatient	0
1718	i don t a feel like an idiot and b not get illogically mad at people for going to bed too early sorry for the anger family	0
1719	i feel so so tortured by looking at the lecture notes and nothing is going in except for my holiday plans	0
1720	i came to a theory whereby even if you feel that you do not want to hear the truth in the end you would have to face it for my case i had to read it which was a remorseful feeling for me	3
1721	i feel threatened or anxious i become numb and detatched from my emotions and environment	1
1722	i am so grateful for that today and feel very blessed to have two grandsons right now	2
1723	i feel determined to do well for my mother tongue paper that will be here in odd days time	2
1724	i feel like a person who tortured somebody because i like to see the fans confused and embarrassed at the same time	1
1725	i am new to this forum and i wish to have extended friends and acquaintances here as i feel this is quite a friendly forum	2
1726	i know it seems strange writing to you after all this time and i honestly feel appalled at my behavior as a mother	0
1727	i went to the church function instead feeling pretty lame	3
1728	i still feel happy whenever i think of that	2
1729	i feel for her i am glad that it was a starter that allowed us to interact and be what we are today	2
1730	i used to always feel jealous about most things they received from compliments to some valuable stuffs	0
1731	i might push myself little too hard sometimes to feel better but there is no one else out there to do that for me	2
1732	i feel hesitant unsure doubtful of myself	1
1733	i feel proud that illinois is a little ahead	2
1734	i am a very generous person in that i give quality time and make people feel special	2
1735	i can pass test two this time round ill feel much better about the main exams in may next year	2
1736	i was still feeling optimistic at this point	2
1737	i know it s kind of funny that i m feeling hesitant about making fashion from something we use to scent our clothes but it does worry me a bit	1
1738	i seriously still feel so insecure and dreadful that the new guy would suddenly pop back up and change things	1
1739	i feel very dissatisfied with myself	0
1740	i still have cramps plus i get really dizzy when i stand up and my whole body is aching and i just generally feel extremely uncomfortable	1
1741	i know how you feel and im gona try to decribe what i went through as humorous as i possibly can	2
1742	i not feeling as melancholy as i was the other day	3
1743	im feeling bitter towards them god	0
1744	i attended a free individual academic consultation which has helped me manage my time efficiently so i can fit my classwork activities and social life all in one day without feeling completely stressed out	3
1745	im feeling pretty contented too having an instructor to assist me with higher level math again for a while is very helpful	2
1746	i had a feeling you were being sarcastic but ivspirit a href http translatethis	0
1747	i gotta feeling da bul taewuhbeoryeo burn it up i gotta feeling niga ulbujitneun nal ah neoneun wiheomhae gal ttaekkaji gatsseo get away woooo becuz i m cuz i m dangerous b	0
1748	i go to bed feeling very distraught otherwise	1
1749	i still feel disappointed though	3
1750	i feel that the names also reflect on the person as to how dignified it comes together or not dudley dursley cornelius fudge minerva mcgonnagall neville longbottom peter pettigrew oliver wood	2
1751	i sit here feeling blank about this	3
1752	i feel today is any indication of the next week its doubtful that there will be much energy left for more than a low key new years eve party	1
1753	i feeling so uncertain concerned afraid of this person circumstance environment change	1
1754	i feel like people seem to be intimidated by me or this blog	1
1755	i feel bitter but i want to rise up	0
1756	i feel like im in a really strange stage of my life right now as im entering my th year	1
1757	i feel weird this morning	1
1758	i didn t wish to be the president i hardly know these people and i got the feeling that they hated me for being quiet and not smiling	0
1759	i keep seeing facebook updates of friends who get to go and i am feeling rather envious	0
1760	i was already feeling mentally crappy and it was just ridiculous	3
1761	i always feel pressured to socialize or i get eight missed calls and some texts from my host brother in the span of an hour	1
1762	im feeling uncharacteristically gloomy	3
1763	i feel excuse the messy thoughts i cant wait to make new friends im afraid to leave	3
1764	i hate that feeling and its making me antsy and irritable	0
1765	i wanted to make sure i didnt feel rushed getting to century college on friday afternoon	0
1766	i love reading your comments so please feel free to leave them	2
1767	i just feel really needy	3
1768	i feel agitated about it	0
1769	i feel invigorated and energized and ready to go out and save the world	2
1770	i just feel very satisfied and content	2
1771	i personally would gladly pay someone more just to be treated with dignity respect and actually feel like a valued customer	2
1772	i feel like my dream of being a good guitarist and playing with other musicians was just a prideful dream	2
1773	i just finished a long day of work and am feeling a bit sentimental and its been a few weeks so i thought id get on here and write a few words	3
1774	i feel so scared for him	1
1775	i feel i find i felt target blank clasheen by nicola brown a href http keepmeinstitchez	3
1776	i feel disrespected and insulted	0
1777	i grow learn more and mature a little more which really makes me feel a sense of joyful peace within	2
1778	i really love the feel of these lipsticks and these colors are really gorgeous	2
1779	im glad no ones feelings got hurt	3
1780	i cant even get through schindlers list much less see the actual death chambers and feel the ghosts of the tortured around me	0
1781	i just didnt feel like i really got to know him which i feel is why im so unsure of his character	1
1782	i can feel it in my aching bones	3
1783	when i ate a rotten apple	0
1784	i won t feel so shy and ashamed about it	1
1785	i i feel for you rel nofollow add to delicious a href http www	2
1786	i feel welcomed and acknowledged and can nod my head or give h	2
1787	i reflect on the past year i am feeling so blessed	2
1788	i dont know what it is but i have been feeling less paranoid	1
1789	i feel sorry for those who taps and feeds from others good intentions	3
1790	i still feel like a tragic waste	3
1791	i finish a steinbeck i feel invigorated and enriched	2
1792	i was feeling anxious about my yoga homework	1
1793	i am feeling so nothing that i am not even getting agitated anymore	0
1794	i feel way when meet again i ll ask you re doing and you ll say fine ask i m doing and i ll lie i ll say ordinary it s ordinary day	2
1795	i never wanted to be kissed never wanted to break the code but shed stolen that from me and i feel like i lost something i will never get back	3
1796	im feeling easily irritable lately too	0
1797	i made it and enjoyed most of my run but now i m feeling greedy	0
1798	i feel like i cant afford to be afraid to show that i am sometimes weak to allow others to see me as anything less than the strong wife and mom that i feel i am	1
1799	i feel like i lack any real knowledge or skill that would make my photos turn out well more consistently	2
1800	i realized that constantly checking my phone and multitasking made me feel rushed and ragged by the time i reached my destination even if i was talking to someone i really like	0
1801	im feeling indecisive about what i want to do with the rest of my life	1
1802	i normally feel kind of awkward at birthday dinner parties since theres always someone i dont know but not this time	3
1803	i feel like a confused year old that has no control	1
1804	i bought the most expensive pair of shoes ive ever owned on a whim over the weekend and i love them but i feel a remorseful pang every time i look at them	3
1805	i feel a bit strange publishing these beautiful photos	1
1806	i feel that someone is being rude or has wrongly done something to me i lose it	0
1807	i didnt feel terrified	1
1808	i feel heartbroken that a group of my fellow americans fell for the prosecutions fear mongering theory elashis daughter noor said outside the courthouse late monday	3
1809	i keep feeling weird sensations img src http s	1
1810	i am feeling a bit ecstatic about a kinda new clothing business brand sendi	2
1811	i can genuinely say that there isnt much to dislike for me when it comes to this foundation as it stays put and makes my skin look and feel flawless	2
1812	i feel so super not old	2
1813	i feel she was wronged	0
1814	i feel like ive been sooo distracted and i need to regain my focus again	0
1815	i feel more and more dissatisfied with each passing weekend	0
1816	i was feeling all resentful that id been given such a boring assignment and	0
1817	i feel for all those who lost their homes those without power and all from this last bad storm	3
1818	i was beginning to feel fear nevertheless a stubborn person i am i swept the superstition away but i reminded myself to pay extra caution	0
1819	i feel terrible for mrs	3
1820	i feel that there is no way to determine if a machine possesses consciousness and thus whether it is intelligent	2
1821	i was joking around and feeling good and the next hour i would feel horrible	2
1822	i feel like i am very passionate about youtube and so id quite like to explain why i think youtube is the next best thing for entertainment	2
1823	i still couldnt believe that they are in that much pain to not feel happy when other people are celebrating grandiosely	2
1824	i didnt feel pressured to do more or like he wont get anything out of the one day	1
1825	i know the environment i live in we all smile and politely wave but i have my moments of feeling absolutely appalled at how shortsighted people can be	0
1826	i feel somewhat remorseful that i wont be around for this move in weekend but i think its for the better that i do this study if it doesnt seem like a good thing i can always back out and come home to oakland and everyone	3
1827	i look at him and say nicely and friendly well im sorry you feel that way i do apologize to you this angered him more and he stormed out saying i dont need this shit not a good night overall but im off till friday thankfully	0
1828	when my relatives and i were in a car going slowly on a frozen road	1
1829	i feel afraid to write because there are so many thoughts that need to come out	1
1830	i feel very excited after my graduated what kind of lifestyle well have at the same time cafe are going to open but not that soon and we have to think about before a coffee shop what job we have to work as well to me i already fixed and i think youll be soon too	2
1831	i did not feel like i was on the edge and it got to a point where i wasn t bothered about who wins and to hell with it whether this fight will even end	0
1832	i had just eaten a particularly dreadful railway burger and so was feeling irritated before i even read his remarks hence my suggestion that he was only a so called environment secretary	0
1833	tutorial again a fearful feeling came to me when i sat on the chair and looked at my fellow students all around i was really scared that they would ask me some questions or challenge the ideas that i had presented	1
1834	ive been feeling really shitty lately	3
1835	im feeling a little anxious	1
1836	i just feel so wronged and sad that i cant even have the space i want	0
1837	i feel their pain their suffering	3
1838	i feel so honored to have been the one chosen to stand on the sidelines of this journey of his cheering him on and watching him excel and grow into one incredible doctor	2
1839	i feel like the most hated person on the planet for turning brendon down	0
1840	im feeling surprisingly blank about the whole thing not good not bad not happy not sad	3
1841	i completely lose ability to segregate my feelings with my actions is when they are rude and hurtful to their father and my husband who is also my hero and best friend and heart	0
1842	i often times feel helpless in regards to my life s path	1
1843	i don t ever have to fully feel any unpleasant emotion	3
1844	i took part in a football match the referee was extremely partial to the opposite team this stirred up my discontent and anger	0
1845	i feel so fucked up most of the time because not being able to concentrate on anything amp feeling anxiety all the time about everything makes me stressed apathetic amp i cant handle stress at all	0
1846	i feel like i missed out not being born into any particular religion	3
1847	i would feel radiant with confidence that both the baby and i were doing well	2
1848	i got this amazing news from tracy today the final covers only chapters no wonder we were feeling so rushed and it seemed we didnt have enough time	0
1849	i worked thought that it was a good reason to either feel pity for me disgusted at me or more rarely intrigued by me and that was a class of people i didn t care to talk to	0
1850	i really feel very bad	3
1851	i feel called to do and delighted in doing	2
1852	im not sure if all my stuff with andy as in me feeling annoyed at him was just my messed up chemicals	0
1853	i am hating myself at the moment because i feel so hateful to another person	0
1854	i get a good feeling i get a feeling that i never never had before i thought it was so clever sticking a needle in my arm to that song	2
1855	i left the place feeling slightly shaken it s hard to read and hear about such things	1
